Table Names,고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익,반품?,관리자
영업 실적 2020년.xlsx/영업 실적 2020년,6294,IN-2020-73048,2020-02-15,2020-02-17,빠른 배송,AC-10615,전두환,기업 고객,사상구,부산광역시,대한민국,영남,TEC-PH-10001614,사무기기,전화기,"Motorola Audio Dock, VoIP",353858.4,2,0,99021.6,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6295,IN-2020-73048,2020-02-15,2020-02-17,빠른 배송,AC-10615,전두환,기업 고객,사상구,부산광역시,대한민국,영남,OFF-ST-10004228,사무용품,수납용품,"Tenex Shelving, Industrial",562428,10,0,174114,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6296,IN-2020-73048,2020-02-15,2020-02-17,빠른 배송,AC-10615,전두환,기업 고객,사상구,부산광역시,대한민국,영남,FUR-FU-10000541,가구,가구류,"Advantus Frame, Duo Pack",226807.2,2,0,58935.6,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6297,IN-2020-73048,2020-02-15,2020-02-17,빠른 배송,AC-10615,전두환,기업 고객,사상구,부산광역시,대한민국,영남,FUR-FU-10002335,가구,가구류,"Rubbermaid Light Bulb, Durable",80937,5,0,22644,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6298,IN-2020-73048,2020-02-15,2020-02-17,빠른 배송,AC-10615,전두환,기업 고객,사상구,부산광역시,대한민국,영남,TEC-PH-10003613,사무기기,전화기,"Apple Signal Booster, VoIP",418424.4,3,0,83629.8,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6299,IN-2020-73048,2020-02-15,2020-02-17,빠른 배송,AC-10615,전두환,기업 고객,사상구,부산광역시,대한민국,영남,FUR-BO-10001641,가구,책장,"Bush 3-Shelf Cabinet, Traditional",584949.6,4,0,204652.8,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6300,ID-2020-55562,2020-09-11,2020-09-14,특급 배송,EC-14050,임백천,소비자,청송군,경상북도,대한민국,영남,OFF-AR-10003582,사무용품,필기구,"BIC Pencil Sharpener, Water Color",47937.348,2,0.27,-14486.652,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6301,ID-2020-55562,2020-09-11,2020-09-14,특급 배송,EC-14050,임백천,소비자,청송군,경상북도,대한민국,영남,OFF-FA-10001086,사무용품,파스너,"Accos Rubber Bands, Assorted Sizes",22916.034,3,0.47,-12977.766,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6311,ID-2020-35836,2020-05-30,2020-06-04,표준 배송,MH-17620,한미경,기업 고객,단양군,충청북도,대한민국,충청,TEC-MA-10003631,사무기기,전산기기,"Okidata Card Printer, Wireless",672549.75,5,0.25,-188381.25,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6312,ID-2020-35836,2020-05-30,2020-06-04,표준 배송,MH-17620,한미경,기업 고객,단양군,충청북도,대한민국,충청,OFF-BI-10001867,사무용품,바인더,"Acco Binder Covers, Recycled",11860.56,1,0.15,2343.96,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6314,IN-2020-35479,2020-01-18,2020-01-23,표준 배송,DJ-13420,손찬우,기업 고객,서구,대구광역시,대한민국,영남,FUR-FU-10000921,가구,가구류,"Advantus Door Stop, Erganomic",89046,2,0,7956,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6318,ID-2020-76380,2020-04-28,2020-05-03,표준 배송,BD-11725,소주현,소비자,양주시,경기도,대한민국,수도권,TEC-MA-10002998,사무기기,전산기기,"Okidata Receipt Printer, Durable",564707.7,5,0.1,-18834.3,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6319,ID-2020-76380,2020-04-28,2020-05-03,표준 배송,BD-11725,소주현,소비자,양주시,경기도,대한민국,수도권,OFF-BI-10002919,사무용품,바인더,"Acco Binder Covers, Durable",54419.04,4,0.1,8396.64,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6320,ID-2020-52923,2020-05-05,2020-05-11,표준 배송,BD-11635,구현철,소비자,양주시,경기도,대한민국,수도권,OFF-LA-10001803,사무용품,라벨,"Avery Legal Exhibit Labels, Adjustable",37699.2,8,0.5,-27907.2,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6324,IN-2020-60630,2020-07-04,2020-07-06,빠른 배송,MS-17365,손승우,소비자,영천시,경상북도,대한민국,영남,FUR-CH-10004609,가구,의자,"Harbour Creations Steel Folding Chair, Adjustable",511938,5,0,220014,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6325,IN-2020-60630,2020-07-04,2020-07-06,빠른 배송,MS-17365,손승우,소비자,영천시,경상북도,대한민국,영남,OFF-FA-10004795,사무용품,파스너,"Advantus Paper Clips, Assorted Sizes",34884,3,0,275.4,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6328,IN-2020-68855,2020-05-08,2020-05-14,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,OFF-FA-10003838,사무용품,파스너,"Stockwell Rubber Bands, Assorted Sizes",69309,5,0,12393,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6336,IN-2020-75470,2020-03-11,2020-03-13,빠른 배송,CS-12460,진태진,소비자,중구,울산광역시,대한민국,영남,OFF-EN-10003498,사무용품,봉투,"Cameo Interoffice Envelope, Recycled",235773,5,0,87210,Yes,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6337,IN-2020-75470,2020-03-11,2020-03-13,빠른 배송,CS-12460,진태진,소비자,중구,울산광역시,대한민국,영남,OFF-EN-10001136,사무용품,봉투,"Kraft Interoffice Envelope, Recycled",139903.2,3,0,26530.2,Yes,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6338,IN-2020-75470,2020-03-11,2020-03-13,빠른 배송,CS-12460,진태진,소비자,중구,울산광역시,대한민국,영남,FUR-BO-10000699,가구,책장,"Sauder 3-Shelf Cabinet, Traditional",170013.6,1,0,18696.6,Yes,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6339,IN-2020-75470,2020-03-11,2020-03-13,빠른 배송,CS-12460,진태진,소비자,중구,울산광역시,대한민국,영남,OFF-BI-10003917,사무용품,바인더,"Avery Hole Reinforcements, Economy",13494.6,3,0,4039.2,Yes,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6340,IN-2020-75470,2020-03-11,2020-03-13,빠른 배송,CS-12460,진태진,소비자,중구,울산광역시,대한민국,영남,FUR-BO-10001073,가구,책장,"Safco Classic Bookcase, Metal",3124535.4,7,0,593548.2,Yes,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6344,IN-2020-18889,2020-12-19,2020-12-24,빠른 배송,GK-14620,우보민,기업 고객,장수군,전라북도,대한민국,호남,OFF-AP-10003800,사무용품,가전,"Hoover Microwave, Silver",785788.722,3,0.17,236641.122,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6345,IN-2020-18889,2020-12-19,2020-12-24,빠른 배송,GK-14620,우보민,기업 고객,장수군,전라북도,대한민국,호남,OFF-BI-10000698,사무용품,바인더,"Wilson Jones Hole Reinforcements, Recycled",8279.748,2,0.17,1792.548,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6346,IN-2020-18889,2020-12-19,2020-12-24,빠른 배송,GK-14620,우보민,기업 고객,장수군,전라북도,대한민국,호남,OFF-FA-10000027,사무용품,파스너,"Stockwell Rubber Bands, Bulk Pack",26175.852,3,0.47,471.852,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6347,IN-2020-18889,2020-12-19,2020-12-24,빠른 배송,GK-14620,우보민,기업 고객,장수군,전라북도,대한민국,호남,OFF-PA-10001944,사무용품,종이,"SanDisk Computer Printout Paper, Premium",32208.948,2,0.47,-23727.852,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6348,IN-2020-18889,2020-12-19,2020-12-24,빠른 배송,GK-14620,우보민,기업 고객,장수군,전라북도,대한민국,호남,OFF-PA-10004930,사무용품,종이,"Xerox Note Cards, Recycled",85241.808,6,0.47,-8210.592,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6352,IN-2020-38272,2020-12-19,2020-12-22,빠른 배송,JW-15220,현유희,기업 고객,의령군,경상남도,대한민국,영남,OFF-LA-10004400,사무용품,라벨,"Hon Legal Exhibit Labels, Laser Printer Compatible",119633.76,12,0.1,7637.76,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6353,IN-2020-23894,2020-04-02,2020-04-05,빠른 배송,LP-17095,박하준,소비자,남구,대구광역시,대한민국,영남,FUR-BO-10000035,가구,책장,"Dania Classic Bookcase, Pine",781855.092,2,0.07,294213.492,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6354,IN-2020-23894,2020-04-02,2020-04-05,빠른 배송,LP-17095,박하준,소비자,남구,대구광역시,대한민국,영남,OFF-AR-10000578,사무용품,필기구,"BIC Pencil Sharpener, Fluorescent",112695.21,5,0.27,-30971.79,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6355,IN-2020-23894,2020-04-02,2020-04-05,빠른 배송,LP-17095,박하준,소비자,남구,대구광역시,대한민국,영남,OFF-FA-10000746,사무용품,파스너,"Advantus Thumb Tacks, 12 Pack",28154.448,4,0.47,-21295.152,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6356,IN-2020-23894,2020-04-02,2020-04-05,빠른 배송,LP-17095,박하준,소비자,남구,대구광역시,대한민국,영남,TEC-AC-10004938,사무기기,악세사리,"Belkin Mouse, Bluetooth",88031.304,4,0.47,-54931.896,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6357,ID-2020-55366,2020-06-12,2020-06-16,표준 배송,NP-18700,최민서,소비자,가평군,경기도,대한민국,수도권,OFF-LA-10001830,사무용품,라벨,"Hon Round Labels, Laser Printer Compatible",12227.76,2,0.1,1028.16,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6361,ID-2020-65551,2020-03-10,2020-03-13,특급 배송,EB-13930,고영아,소비자,동구,인천광역시,대한민국,수도권,OFF-SU-10002911,사무용품,일반 사무용품,"Acme Scissors, Serrated",47875.536,4,0.47,-17241.264,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6372,ID-2020-77857,2020-08-26,2020-08-31,표준 배송,PF-19225,백소희,소비자,부여군,충청남도,대한민국,충청,OFF-FA-10003318,사무용품,파스너,"Stockwell Clamps, Bulk Pack",52959.42,3,0.1,-651.78,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6373,ID-2020-77857,2020-08-26,2020-08-31,표준 배송,PF-19225,백소희,소비자,부여군,충청남도,대한민국,충청,OFF-AR-10003536,사무용품,필기구,"Stanley Pencil Sharpener, Water Color",77001.84,3,0.1,9345.24,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6378,IN-2020-67959,2020-05-16,2020-05-22,표준 배송,SJ-20215,유아현,소비자,고성군,경상남도,대한민국,영남,OFF-PA-10003744,사무용품,종이,"Green Bar Parchment Paper, Multicolor",36903.6,2,0,11750.4,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6379,IN-2020-67959,2020-05-16,2020-05-22,표준 배송,SJ-20215,유아현,소비자,고성군,경상남도,대한민국,영남,OFF-PA-10002618,사무용품,종이,"Eaton Memo Slips, Multicolor",46359,3,0,14320.8,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6380,IN-2020-41709,2020-10-25,2020-10-29,표준 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,OFF-AR-10001266,사무용품,필기구,"Boston Canvas, Blue",49241.52,1,0.1,15306.12,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6381,IN-2020-41709,2020-10-25,2020-10-29,표준 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,FUR-BO-10003206,가구,책장,"Sauder Floating Shelf Set, Pine",1259046.18,7,0.1,-21.42,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6389,ID-2020-26869,2020-05-23,2020-05-25,빠른 배송,NC-18340,김정아,소비자,관악구,서울특별시,대한민국,수도권,OFF-SU-10001308,사무용품,일반 사무용품,"Fiskars Trimmer, Serrated",139230,7,0.5,-91891.8,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6390,ID-2020-26869,2020-05-23,2020-05-25,빠른 배송,NC-18340,김정아,소비자,관악구,서울특별시,대한민국,수도권,FUR-TA-10002172,가구,탁자,"Hon Conference Table, Rectangular",1312403.4,7,0.8,-2427957,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6391,IN-2020-41093,2020-08-08,2020-08-11,빠른 배송,CC-12220,최태진,소비자,동두천시,경기도,대한민국,수도권,OFF-EN-10003435,사무용품,봉투,"GlobeWeis Business Envelopes, with clear poly window",63892.8,3,0,19737,Yes,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6392,IN-2020-41093,2020-08-08,2020-08-11,빠른 배송,CC-12220,최태진,소비자,동두천시,경기도,대한민국,수도권,OFF-PA-10003407,사무용품,종이,"Enermax Memo Slips, Recycled",47644.2,3,0,19920.6,Yes,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6393,IN-2020-41093,2020-08-08,2020-08-11,빠른 배송,CC-12220,최태진,소비자,동두천시,경기도,대한민국,수도권,OFF-LA-10000879,사무용품,라벨,"Hon File Folder Labels, Alphabetical",34516.8,4,0,15789.6,Yes,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6394,IN-2020-41093,2020-08-08,2020-08-11,빠른 배송,CC-12220,최태진,소비자,동두천시,경기도,대한민국,수도권,OFF-BI-10004105,사무용품,바인더,"Acco 3-Hole Punch, Recycled",155448,5,0,43452,Yes,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6395,IN-2020-41093,2020-08-08,2020-08-11,빠른 배송,CC-12220,최태진,소비자,동두천시,경기도,대한민국,수도권,OFF-FA-10004705,사무용품,파스너,"OIC Thumb Tacks, 12 Pack",41310,3,0,4131,Yes,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6397,IN-2020-35311,2020-11-19,2020-11-23,표준 배송,GT-14755,홍휘재,소비자,계룡시,충청남도,대한민국,충청,OFF-FA-10004527,사무용품,파스너,"Advantus Thumb Tacks, Bulk Pack",24951.24,2,0.1,2184.84,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6398,ID-2020-35269,2020-01-09,2020-01-09,당일 배송,JC-15340,강지환,소비자,강동구,서울특별시,대한민국,수도권,FUR-FU-10004704,가구,가구류,"Deflect-O Door Stop, Black",100865.25,3,0.25,-22.95,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6399,ID-2020-35269,2020-01-09,2020-01-09,당일 배송,JC-15340,강지환,소비자,강동구,서울특별시,대한민국,수도권,TEC-CO-10004170,사무기기,복사기,"HP Wireless Fax, High-Speed",712877.49,3,0.35,-32905.71,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6400,ID-2020-35269,2020-01-09,2020-01-09,당일 배송,JC-15340,강지환,소비자,강동구,서울특별시,대한민국,수도권,FUR-BO-10001216,가구,책장,"Sauder 3-Shelf Cabinet, Mobile",785257.2,7,0.35,60404.4,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6405,IN-2020-39434,2020-09-25,2020-10-02,표준 배송,JB-15925,강민,소비자,종로구,서울특별시,대한민국,수도권,OFF-EN-10001162,사무용품,봉투,"GlobeWeis Mailers, Set of 50",78642,2,0,33782.4,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6408,IN-2020-17839,2020-11-04,2020-11-10,표준 배송,BT-11530,김종선,홈 오피스,남양주시,경기도,대한민국,수도권,TEC-AC-10001987,사무기기,악세사리,"Memorex Numeric Keypad, Bluetooth",324298.8,7,0,90606.6,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6409,IN-2020-17839,2020-11-04,2020-11-10,표준 배송,BT-11530,김종선,홈 오피스,남양주시,경기도,대한민국,수도권,FUR-CH-10004312,가구,의자,"Hon Bag Chairs, Set of Two",96696,2,0,23194.8,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6417,IN-2020-12330,2020-08-20,2020-08-24,표준 배송,MP-18175,안유성,홈 오피스,안양시,경기도,대한민국,수도권,TEC-PH-10002991,사무기기,전화기,"Apple Smart Phone, Full Size",1297868.4,4,0.5,-1116226.8,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6418,IN-2020-39798,2020-12-10,2020-12-11,특급 배송,MJ-17740,권재규,소비자,해운대구,부산광역시,대한민국,영남,OFF-ST-10004365,사무용품,수납용품,"Fellowes Shelving, Wire Frame",156730.14,3,0.1,64379.34,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6419,IN-2020-39798,2020-12-10,2020-12-11,특급 배송,MJ-17740,권재규,소비자,해운대구,부산광역시,대한민국,영남,OFF-PA-10003744,사무용품,종이,"Green Bar Parchment Paper, Multicolor",83033.1,5,0.1,20150.1,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6427,IN-2020-76555,2020-09-17,2020-09-19,빠른 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,수도권,OFF-BI-10004589,사무용품,바인더,"Avery Binding Machine, Economy",249084,5,0,34731,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6428,IN-2020-76555,2020-09-17,2020-09-19,빠른 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,수도권,FUR-CH-10001397,가구,의자,"SAFCO Chairmat, Set of Two",316557,5,0,110772,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6429,IN-2020-76555,2020-09-17,2020-09-19,빠른 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,수도권,FUR-CH-10003354,가구,의자,"Novimex Bag Chairs, Black",88801.2,2,0,856.8,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6448,IN-2020-58138,2020-06-17,2020-06-21,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,수도권,TEC-PH-10004544,사무기기,전화기,"Motorola Speaker Phone, with Caller ID",357414.12,3,0.1,67509.72,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6449,IN-2020-58138,2020-06-17,2020-06-21,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,수도권,OFF-FA-10003218,사무용품,파스너,"Advantus Push Pins, Assorted Sizes",54529.2,5,0.1,18727.2,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6450,IN-2020-58138,2020-06-17,2020-06-21,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,수도권,OFF-ST-10003088,사무용품,수납용품,"Fellowes Box, Wire Frame",51637.5,3,0.1,3442.5,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6451,IN-2020-58138,2020-06-17,2020-06-21,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,수도권,TEC-CO-10000794,사무기기,복사기,"Hewlett Wireless Fax, High-Speed",2431534.14,7,0.1,810468.54,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6452,IN-2020-58138,2020-06-17,2020-06-21,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,수도권,FUR-CH-10003910,가구,의자,"Harbour Creations Chairmat, Adjustable",341909.1,5,0.1,129086.1,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6457,ID-2020-39910,2020-08-13,2020-08-18,표준 배송,HJ-14875,주경헌,홈 오피스,안양시,경기도,대한민국,수도권,FUR-TA-10004342,가구,탁자,"Chromcraft Round Table, with Bottom Storage",571730.4,3,0.6,-214444.8,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6460,ID-2020-45790,2020-09-23,2020-09-29,표준 배송,MV-18190,배재민,소비자,금정구,부산광역시,대한민국,영남,OFF-SU-10000723,사무용품,일반 사무용품,"Kleencut Shears, Steel",47093.4,2,0.5,-29223,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6464,IN-2020-51432,2020-06-20,2020-06-26,표준 배송,KD-16495,민주상,기업 고객,과천시,경기도,대한민국,수도권,OFF-ST-10000007,사무용품,수납용품,"Fellowes File Cart, Single Width",420260.4,3,0,210130.2,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6465,IN-2020-51432,2020-06-20,2020-06-26,표준 배송,KD-16495,민주상,기업 고객,과천시,경기도,대한민국,수도권,FUR-BO-10001749,가구,책장,"Bush Classic Bookcase, Traditional",2104668,5,0,126225,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6467,IN-2020-48156,2020-06-10,2020-06-13,빠른 배송,EC-14050,임백천,소비자,청송군,경상북도,대한민국,영남,TEC-AC-10003895,사무기기,악세사리,"Enermax Mouse, Bluetooth",246574.8,6,0,108324,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6468,ID-2020-39805,2020-06-16,2020-06-20,표준 배송,JR-15700,고희덕,소비자,중구,울산광역시,대한민국,영남,OFF-EN-10001154,사무용품,봉투,"Kraft Clasp Envelope, Set of 50",24786,3,0.1,-2203.2,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6475,ID-2020-60665,2020-08-13,2020-08-18,표준 배송,LC-16960,신하늬,홈 오피스,대덕구,대전광역시,대한민국,충청,OFF-EN-10000139,사무용품,봉투,"Kraft Interoffice Envelope, Set of 50",105288.48,4,0.45,-47956.32,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6476,ID-2020-60665,2020-08-13,2020-08-18,표준 배송,LC-16960,신하늬,홈 오피스,대덕구,대전광역시,대한민국,충청,TEC-MA-10002874,사무기기,전산기기,"Epson Receipt Printer, Wireless",805751.55,9,0.25,-10809.45,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6477,ID-2020-60665,2020-08-13,2020-08-18,표준 배송,LC-16960,신하늬,홈 오피스,대덕구,대전광역시,대한민국,충청,FUR-BO-10002204,가구,책장,"Bush Corner Shelving, Traditional",739848.33,9,0.35,125155.53,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6478,ID-2020-60665,2020-08-13,2020-08-18,표준 배송,LC-16960,신하늬,홈 오피스,대덕구,대전광역시,대한민국,충청,FUR-CH-10001832,가구,의자,"Novimex Rocking Chair, Red",301631.85,3,0.25,-68413.95,,금나나
영업 실적 2020년.xlsx/영업 실적 2020년,6479,IN-2020-44110,2020-12-03,2020-12-03,당일 배송,DB-13405,류하람,소비자,북구,광주광역시,대한민국,호남,OFF-AR-10000720,사무용품,필기구,"Binney & Smith Markers, Fluorescent",64383.93,3,0.17,2327.13,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6483,IN-2020-12701,2020-11-26,2020-12-01,표준 배송,CM-11830,문윤재,기업 고객,광명시,경기도,대한민국,수도권,FUR-CH-10001797,가구,의자,"Harbour Creations Bag Chairs, Adjustable",65392.2,2,0.5,-15697.8,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6489,ID-2020-33134,2020-04-24,2020-04-29,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,OFF-ST-10003295,사무용품,수납용품,"Tenex Lockers, Blue",229056.3,2,0.45,-79146.9,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6490,ID-2020-33134,2020-04-24,2020-04-29,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,OFF-BI-10003367,사무용품,바인더,"Wilson Jones Binder, Recycled",46401.84,4,0.15,15801.84,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6491,ID-2020-33134,2020-04-24,2020-04-29,표준 배송,SV-20935,하종호,소비자,중구,울산광역시,대한민국,영남,OFF-BI-10003806,사무용품,바인더,"Avery Index Tab, Clear",10976.22,2,0.15,4244.22,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6494,ID-2020-76324,2020-12-25,2020-12-27,특급 배송,JF-15190,배한나,소비자,동두천시,경기도,대한민국,수도권,OFF-SU-10002543,사무용품,일반 사무용품,"Stiletto Scissors, Easy Grip",81836.028,6,0.47,-63391.572,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6495,ID-2020-76324,2020-12-25,2020-12-27,특급 배송,JF-15190,배한나,소비자,동두천시,경기도,대한민국,수도권,OFF-EN-10001029,사무용품,봉투,"Cameo Business Envelopes, Recycled",94145.49,9,0.47,-81835.11,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6499,ID-2020-25707,2020-05-07,2020-05-13,표준 배송,CS-12355,홍진영,소비자,인제군,강원도,대한민국,강원,OFF-BI-10001028,사무용품,바인더,"Ibico 3-Hole Punch, Clear",18304.92,1,0.4,-2747.88,Yes,박진석
영업 실적 2020년.xlsx/영업 실적 2020년,6500,ID-2020-25707,2020-05-07,2020-05-13,표준 배송,CS-12355,홍진영,소비자,인제군,강원도,대한민국,강원,FUR-BO-10001580,가구,책장,"Dania Stackable Bookrack, Pine",75239.28,1,0.4,-28861.92,Yes,박진석
영업 실적 2020년.xlsx/영업 실적 2020년,6504,IN-2020-27513,2020-05-23,2020-05-28,표준 배송,AF-10870,배희순,소비자,마포구,서울특별시,대한민국,수도권,OFF-ST-10004830,사무용품,수납용품,"Eldon Lockers, Blue",1816813.8,9,0,36077.4,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6514,IN-2020-18084,2020-06-05,2020-06-10,표준 배송,PK-18910,천경아,홈 오피스,용산구,서울특별시,대한민국,수도권,OFF-EN-10001882,사무용품,봉투,"Jiffy Manila Envelope, with clear poly window",111823.11,7,0.47,4080.51,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6515,IN-2020-18084,2020-06-05,2020-06-10,표준 배송,PK-18910,천경아,홈 오피스,용산구,서울특별시,대한민국,수도권,OFF-PA-10002022,사무용품,종이,"Xerox Message Books, 8.5 x 11",92750.742,7,0.47,-77109.858,,김성식
영업 실적 2020년.xlsx/영업 실적 2020년,6533,IN-2020-36431,2020-04-08,2020-04-11,빠른 배송,DR-12880,차주엽,기업 고객,남해군,경상남도,대한민국,영남,TEC-PH-10001640,사무기기,전화기,"Motorola Office Telephone, Full Size",372555,5,0,152694,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6534,IN-2020-36431,2020-04-08,2020-04-11,빠른 배송,DR-12880,차주엽,기업 고객,남해군,경상남도,대한민국,영남,OFF-ST-10004608,사무용품,수납용품,"Smead Shelving, Industrial",151194.6,3,0,15055.2,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6535,IN-2020-36431,2020-04-08,2020-04-11,빠른 배송,DR-12880,차주엽,기업 고객,남해군,경상남도,대한민국,영남,FUR-BO-10001860,가구,책장,"Sauder Corner Shelving, Traditional",751230,5,0,270351,,최진수
영업 실적 2020년.xlsx/영업 실적 2020년,6536,IN-2020-24902,2020-09-16,2020-09-20,표준 배송,AJ-10945,한규화,소비자,정읍시,전라북도,대한민국,호남,OFF-EN-10004590,사무용품,봉투,"Ames Peel and Seal, with clear poly window",81628.56,4,0.1,14430.96,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6544,IN-2020-38195,2020-03-22,2020-03-26,표준 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,호남,FUR-FU-10001447,가구,가구류,"Eldon Stacking Tray, Duo Pack",281994.912,12,0.27,-73454.688,,정신
영업 실적 2020년.xlsx/영업 실적 2020년,6545,IN-2020-38195,2020-03-22,2020-03-26,표준 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,호남,OFF-FA-10001925,사무용품,파스너,"Advantus Staples, 12 Pack",26134.542,3,0.17,2450.142,,정신
